19752393863,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:09"
19753084485,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:13"
19752247596,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:12"
19753460264,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:05"
19753019337,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:07"
19753475244,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:09"
19753343281,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:02"
19753208132,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:08"
19753234344,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:05"
19754156797,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:10"
19753339178,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:02"
19753356584,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:11"
19751953027,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:03"
19753482513,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:06"
19752110336,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:12"
19753411925,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:12"
19752847215,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:03"
19753343276,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:09"
19753170863,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:07"
19752383309,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:11"
19753036878,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:04"
19753435262,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:08"
19753404044,"	WPU","	,2016-10-12 19:54:26	,2016-10-12 19:55:11"
19753275981,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:54:51"
19751870193,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:54:57"
19753497796,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:55:00"
19753441703,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:55:05"
19751860177,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:54:54"
19753427783,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:55:06"
19753339071,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:55:02"
19753342583,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:54:54"
19752278616,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:55:03"
19753328184,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:54:47"
19752704045,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:54:59"
19752503861,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:54:57"
19753245619,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:55:06"
19753252561,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:54:52"
19752593745,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:54:59"
19752479363,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:55:02"
19753474069,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:54:53"
19753403505,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:54:59"
19753375572,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:55:04"
19753124410,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:54:48"
19753447278,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:54:55"
19752843492,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:55:07"
19753252587,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:54:49"
19754146808,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:54:56"
19753441942,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:55:03"
19753144400,"	WPU","	,2016-10-12 19:54:25	,2016-10-12 19:54:51"
19753284910,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:53"
19753113719,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:49"
19753078106,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:54"
19753338347,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:53"
19753286935,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:57"
19753493170,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:49"
19752493326,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:55"
19753382740,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:54"
19753146999,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:58"
19753246917,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:51"
19753342762,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:59"
19752371310,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:51"
19752331300,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:52"
19752207945,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:51"
19752277939,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:55"
19752365859,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:52"
19753358351,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:56"
19753454251,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:48"
19751805231,"	WPU","	,2016-10-12 19:54:24	,2016-10-12 19:54:52"
